ID1,ID2,N_SNP,HetHet,IBS0,Kinship
Nbusc22_32,Nbusc22_53,45025,0.1079,0.0320,0.0773
Nbusc22_32,Nbusc22_60,46745,0.1033,0.0352,0.0512
Nbusc22_32,Nbusc22_61,45484,0.1064,0.0309,0.0786
Nbusc22_32,Nbusc22_63,47154,0.0907,0.0287,0.0502
Nbusc22_32,Nbusc22_64,46780,0.1091,0.0298,0.0773
Nbusc22_32,Nbusc22_65,46005,0.1206,0.0256,0.1229
Nbusc22_33,Nbusc22_34,44625,0.1030,0.0041,0.1971
Nbusc22_33,Nbusc22_40,44079,0.1047,0.0055,0.1928
Nbusc22_03,Nbusc23_17,47859,0.0886,0.0307,0.0524
Nbusc22_04,Nbusc23_08,47347,0.1165,0.0051,0.2101
Nbusc22_04,Nbusc23_09,47187,0.1005,0.0217,0.1142
Nbusc22_04,Nbusc23_10,47442,0.0928,0.0210,0.1013
Nbusc22_05,Nbusc23_08,48511,0.1163,0.0047,0.2098
Nbusc22_05,Nbusc23_09,48365,0.1050,0.0183,0.1363
Nbusc22_05,Nbusc23_10,48430,0.0912,0.0263,0.0739
Nbusc22_06,Nbusc23_04,49303,0.0871,0.0292,0.0443
Nbusc22_07,Nbusc23_23,48338,0.0850,0.0309,0.0448
Nbusc22_07,Nbusc23_27,47202,0.0860,0.0294,0.0531
Nbusc22_08,Nbusc23_04,48738,0.0889,0.0289,0.0488
Nbusc22_08,Nbusc23_06,46789,0.0894,0.0307,0.0448
Nbusc22_08,Nbusc23_19,48708,0.0870,0.0314,0.0476
Nbusc22_08,Nbusc23_27,47308,0.0861,0.0291,0.0536
Nbusc22_09,Nbusc23_04,47018,0.0891,0.0299,0.0544
Nbusc22_09,Nbusc23_12,43902,0.0945,0.0229,0.0884
Nbusc22_09,Nbusc23_19,46950,0.0921,0.0285,0.0554
Nbusc22_09,Nbusc23_26,46436,0.0902,0.0319,0.0446
Nbusc22_11,Nbusc23_04,46045,0.0893,0.0291,0.0577
Nbusc22_11,Nbusc23_06,44325,0.0859,0.0307,0.0452
Nbusc22_11,Nbusc23_12,43140,0.0908,0.0252,0.0703
Nbusc22_12,Nbusc23_04,46547,0.0868,0.0293,0.0463
Nbusc22_12,Nbusc23_07,45385,0.0864,0.0304,0.0457
Nbusc22_12,Nbusc23_12,43410,0.0887,0.0280,0.0591
Nbusc22_12,Nbusc23_19,46478,0.0883,0.0297,0.0528
Nbusc22_13,Nbusc23_14,45625,0.0832,0.0297,0.0484
Nbusc22_14,Nbusc23_30,47864,0.1111,0.0331,0.0705
Nbusc22_14,Nbusc23_32,46632,0.1031,0.0366,0.0535
Nbusc22_15,Nbusc23_30,47155,0.1037,0.0358,0.0524
Nbusc22_15,Nbusc23_32,45980,0.1042,0.0353,0.0537
Nbusc22_16,Nbusc23_07,44456,0.0862,0.0297,0.0490
Nbusc22_16,Nbusc23_12,42930,0.1081,0.0158,0.1492
Nbusc22_16,Nbusc23_19,45642,0.0892,0.0247,0.0738
Nbusc22_16,Nbusc23_27,44443,0.0876,0.0298,0.0485
Nbusc22_17,Nbusc23_04,47231,0.0949,0.0266,0.0706
Nbusc22_17,Nbusc23_12,44017,0.0892,0.0306,0.0542
Nbusc22_18,Nbusc23_30,47548,0.1117,0.0336,0.0719
Nbusc22_18,Nbusc23_32,46487,0.1059,0.0361,0.0457
Nbusc22_19,Nbusc23_30,46864,0.1080,0.0357,0.0620
Nbusc22_19,Nbusc23_32,45720,0.1042,0.0359,0.0445
Nbusc22_20,Nbusc23_30,45598,0.1056,0.0354,0.0592
Nbusc22_20,Nbusc23_32,44469,0.1067,0.0334,0.0629
Nbusc22_21,Nbusc23_32,46318,0.1015,0.0357,0.0514
Nbusc22_22,Nbusc23_01,45119,0.0891,0.0297,0.0459
Nbusc22_22,Nbusc23_21,44358,0.0909,0.0275,0.0587
Nbusc22_22,Nbusc23_23,46053,0.0926,0.0317,0.0483
Nbusc22_22,Nbusc23_26,45835,0.0885,0.0319,0.0454
Nbusc22_23,Nbusc23_04,47398,0.0979,0.0308,0.0679
Nbusc22_23,Nbusc23_06,45303,0.0901,0.0305,0.0553
Nbusc22_23,Nbusc23_19,47252,0.0909,0.0311,0.0479
Nbusc22_24,Nbusc23_30,46276,0.1058,0.0340,0.0590
Nbusc22_25,Nbusc23_30,45602,0.1054,0.0335,0.0643
Nbusc22_25,Nbusc23_32,44493,0.1042,0.0339,0.0500
Nbusc22_26,Nbusc23_04,46440,0.1142,0.0147,0.1437
Nbusc22_26,Nbusc23_06,44463,0.0978,0.0237,0.0770
Nbusc22_26,Nbusc23_13,46040,0.1034,0.0185,0.1038
Nbusc22_26,Nbusc23_19,46301,0.1031,0.0170,0.1037
Nbusc22_26,Nbusc23_26,45495,0.0947,0.0260,0.0577
Nbusc22_26,Nbusc23_27,44768,0.0930,0.0249,0.0522
Nbusc22_26,Nbusc23_30,46274,0.1225,0.0215,0.1373
Nbusc22_26,Nbusc23_32,45199,0.1063,0.0329,0.0623
Nbusc22_30,Nbusc23_04,44242,0.0917,0.0254,0.0711
Nbusc22_30,Nbusc23_06,42607,0.0887,0.0275,0.0584
Nbusc22_32,Nbusc23_19,46810,0.0921,0.0274,0.0472
Nbusc22_32,Nbusc23_30,46825,0.1047,0.0348,0.0550
Nbusc22_32,Nbusc23_32,45603,0.1006,0.0350,0.0505
Nbusc22_33,Nbusc23_14,44996,0.0892,0.0213,0.0941
Nbusc22_33,Nbusc23_15,45115,0.0843,0.0221,0.0793
Nbusc22_02,Nbusc23_34,47203,0.1405,0.0078,0.2491
Nbusc22_02,Nbusc23_39,49383,0.1086,0.0156,0.1191
Nbusc22_09,Nbusc23_46,46525,0.0923,0.0261,0.0654
Nbusc22_11,Nbusc23_46,45800,0.1024,0.0221,0.1016
Nbusc22_12,Nbusc23_46,46134,0.0982,0.0275,0.0812
Nbusc22_13,Nbusc23_42,41006,0.0868,0.0312,0.0502
Nbusc22_14,Nbusc23_49,47882,0.1395,0.0137,0.2065
Nbusc22_15,Nbusc23_37,49100,0.1065,0.0387,0.0460
Nbusc22_15,Nbusc23_38,47923,0.0942,0.0292,0.0520
Nbusc22_15,Nbusc23_39,47369,0.1121,0.0334,0.0751
Nbusc22_15,Nbusc23_49,46691,0.1044,0.0320,0.0692
Nbusc22_15,Nbusc23_54,46541,0.0988,0.0201,0.0761
Nbusc22_16,Nbusc23_46,45375,0.1105,0.0184,0.1427
Nbusc22_17,Nbusc23_46,46703,0.0926,0.0246,0.0870
Nbusc22_18,Nbusc23_39,48184,0.1167,0.0317,0.0909
Nbusc22_18,Nbusc23_49,47086,0.1117,0.0332,0.0713
Nbusc22_19,Nbusc23_37,48835,0.1090,0.0383,0.0463
Nbusc22_19,Nbusc23_39,47289,0.1143,0.0327,0.0844
Nbusc22_19,Nbusc23_46,46495,0.0978,0.0280,0.0495
Nbusc22_19,Nbusc23_49,46451,0.1080,0.0312,0.0721
Nbusc22_20,Nbusc23_37,47447,0.1046,0.0371,0.0456
Nbusc22_20,Nbusc23_39,45905,0.1178,0.0321,0.0887
Nbusc22_20,Nbusc23_49,45222,0.1063,0.0323,0.0733
Nbusc22_21,Nbusc23_38,48286,0.0978,0.0265,0.0698
Nbusc22_21,Nbusc23_39,47692,0.1087,0.0306,0.0735
Nbusc22_21,Nbusc23_49,47074,0.1020,0.0347,0.0591
Nbusc22_21,Nbusc23_54,46992,0.0983,0.0208,0.0727
Nbusc22_22,Nbusc23_34,44523,0.0957,0.0299,0.0618
Nbusc22_23,Nbusc23_37,49562,0.0894,0.0315,0.0446
Nbusc22_24,Nbusc23_37,48307,0.1105,0.0328,0.0636
Nbusc22_24,Nbusc23_39,46730,0.1173,0.0308,0.0946
Nbusc22_24,Nbusc23_49,45972,0.1078,0.0316,0.0676
Nbusc22_25,Nbusc23_37,47546,0.1080,0.0359,0.0524
